News#   Title                                                                                                    Word                          Frequency Polarity 
698       JAPAN VTR AND TV EXPORTS FALL IN FEBRUARY                                                                in                            1         Negative
698       JAPAN VTR AND TV EXPORTS FALL IN FEBRUARY                                                                and                           1         Negative
698       JAPAN VTR AND TV EXPORTS FALL IN FEBRUARY                                                                exports                       1         Negative
698       JAPAN VTR AND TV EXPORTS FALL IN FEBRUARY                                                                february                      1         Negative

699       DEMOCRAT LOSES BID TO WIN CONTRA AID ACCOUNTING                                                          democrat                      1         Neutral
699       DEMOCRAT LOSES BID TO WIN CONTRA AID ACCOUNTING                                                          loses                         1         Negative
699       DEMOCRAT LOSES BID TO WIN CONTRA AID ACCOUNTING                                                          to                            1         Negative
699       DEMOCRAT LOSES BID TO WIN CONTRA AID ACCOUNTING                                                          accounting                    1         Negative
699       DEMOCRAT LOSES BID TO WIN CONTRA AID ACCOUNTING                                                          bid                           1         Negative
699       DEMOCRAT LOSES BID TO WIN CONTRA AID ACCOUNTING                                                          win                           1         Neutral
699       DEMOCRAT LOSES BID TO WIN CONTRA AID ACCOUNTING                                                          aid                           1         Neutral
699       DEMOCRAT LOSES BID TO WIN CONTRA AID ACCOUNTING                                                          contra                        1         Neutral

700       EC LINKS AGRICULTURAL TRADE TALKS TO OTHER REFORM                                                        reform                        1         Positive
700       EC LINKS AGRICULTURAL TRADE TALKS TO OTHER REFORM                                                        other                         1         Positive
700       EC LINKS AGRICULTURAL TRADE TALKS TO OTHER REFORM                                                        trade                         1         Positive
700       EC LINKS AGRICULTURAL TRADE TALKS TO OTHER REFORM                                                        agricultural                  1         Positive
700       EC LINKS AGRICULTURAL TRADE TALKS TO OTHER REFORM                                                        talks                         1         Positive
700       EC LINKS AGRICULTURAL TRADE TALKS TO OTHER REFORM                                                        links                         1         Positive
700       EC LINKS AGRICULTURAL TRADE TALKS TO OTHER REFORM                                                        to                            1         Positive
700       EC LINKS AGRICULTURAL TRADE TALKS TO OTHER REFORM                                                        ec                            1         Positive

701       VIETNAM'S ARMY ORDERED TO GROW MORE FOOD                                                                 army                          1         Neutral
701       VIETNAM'S ARMY ORDERED TO GROW MORE FOOD                                                                 ordered                       1         Neutral
701       VIETNAM'S ARMY ORDERED TO GROW MORE FOOD                                                                 grow                          1         Neutral
701       VIETNAM'S ARMY ORDERED TO GROW MORE FOOD                                                                 more                          1         Neutral
701       VIETNAM'S ARMY ORDERED TO GROW MORE FOOD                                                                 to                            1         Neutral
701       VIETNAM'S ARMY ORDERED TO GROW MORE FOOD                                                                 vietnam's                     1         Neutral
701       VIETNAM'S ARMY ORDERED TO GROW MORE FOOD                                                                 food                          1         Neutral

702       LINDE TURNOVER UP IN FIRST TWO MONTHS OF 1987                                                            1987                          1         Neutral
702       LINDE TURNOVER UP IN FIRST TWO MONTHS OF 1987                                                            linde                         1         Neutral
702       LINDE TURNOVER UP IN FIRST TWO MONTHS OF 1987                                                            months                        1         Neutral
702       LINDE TURNOVER UP IN FIRST TWO MONTHS OF 1987                                                            in                            1         Neutral
702       LINDE TURNOVER UP IN FIRST TWO MONTHS OF 1987                                                            of                            1         Neutral
702       LINDE TURNOVER UP IN FIRST TWO MONTHS OF 1987                                                            up                            1         Neutral
702       LINDE TURNOVER UP IN FIRST TWO MONTHS OF 1987                                                            turnover                      1         Neutral
702       LINDE TURNOVER UP IN FIRST TWO MONTHS OF 1987                                                            two                           1         Neutral
702       LINDE TURNOVER UP IN FIRST TWO MONTHS OF 1987                                                            first                         1         Neutral

703       LINDE AG LING.F 1986 YEAR                                                                                linde                         1         Neutral
703       LINDE AG LING.F 1986 YEAR                                                                                1986                          1         Neutral
703       LINDE AG LING.F 1986 YEAR                                                                                year                          1         Neutral
703       LINDE AG LING.F 1986 YEAR                                                                                ag                            1         Neutral
703       LINDE AG LING.F 1986 YEAR                                                                                ling.f                        1         Neutral

704       PACIFIC DUNLOP ANNOUNCES AIDS PROTECTION DISCOVERY                                                       announces                     1         Neutral
704       PACIFIC DUNLOP ANNOUNCES AIDS PROTECTION DISCOVERY                                                       discovery                     1         Neutral
704       PACIFIC DUNLOP ANNOUNCES AIDS PROTECTION DISCOVERY                                                       dunlop                        1         Neutral
704       PACIFIC DUNLOP ANNOUNCES AIDS PROTECTION DISCOVERY                                                       aids                          1         Neutral
704       PACIFIC DUNLOP ANNOUNCES AIDS PROTECTION DISCOVERY                                                       protection                    1         Positive
704       PACIFIC DUNLOP ANNOUNCES AIDS PROTECTION DISCOVERY                                                       pacific                       1         Positive

705       BANK OF NEW ZEALAND SHARES TO BE LISTED NEXT WEEK                                                        shares                        1         Neutral
705       BANK OF NEW ZEALAND SHARES TO BE LISTED NEXT WEEK                                                        next                          1         Neutral
705       BANK OF NEW ZEALAND SHARES TO BE LISTED NEXT WEEK                                                        new                           1         Neutral
705       BANK OF NEW ZEALAND SHARES TO BE LISTED NEXT WEEK                                                        bank                          1         Neutral
705       BANK OF NEW ZEALAND SHARES TO BE LISTED NEXT WEEK                                                        be                            1         Neutral
705       BANK OF NEW ZEALAND SHARES TO BE LISTED NEXT WEEK                                                        week                          1         Neutral
705       BANK OF NEW ZEALAND SHARES TO BE LISTED NEXT WEEK                                                        listed                        1         Neutral
705       BANK OF NEW ZEALAND SHARES TO BE LISTED NEXT WEEK                                                        of                            1         Neutral
705       BANK OF NEW ZEALAND SHARES TO BE LISTED NEXT WEEK                                                        zealand                       1         Neutral
705       BANK OF NEW ZEALAND SHARES TO BE LISTED NEXT WEEK                                                        to                            1         Neutral

706       JAPAN SEEN CUTTING APRIL BOND COUPON FROM FIVE PCT                                                       pct                           1         Neutral
706       JAPAN SEEN CUTTING APRIL BOND COUPON FROM FIVE PCT                                                       coupon                        1         Neutral
706       JAPAN SEEN CUTTING APRIL BOND COUPON FROM FIVE PCT                                                       japan                         1         Neutral
706       JAPAN SEEN CUTTING APRIL BOND COUPON FROM FIVE PCT                                                       cutting                       1         Neutral
706       JAPAN SEEN CUTTING APRIL BOND COUPON FROM FIVE PCT                                                       from                          1         Neutral
706       JAPAN SEEN CUTTING APRIL BOND COUPON FROM FIVE PCT                                                       april                         1         Neutral
706       JAPAN SEEN CUTTING APRIL BOND COUPON FROM FIVE PCT                                                       bond                          1         Neutral
706       JAPAN SEEN CUTTING APRIL BOND COUPON FROM FIVE PCT                                                       five                          1         Neutral
706       JAPAN SEEN CUTTING APRIL BOND COUPON FROM FIVE PCT                                                       seen                          1         Neutral

707       SINGAPORE RULE CHANGES SEEN HAVING LITTLE IMPACT                                                         singapore                     1         Neutral
707       SINGAPORE RULE CHANGES SEEN HAVING LITTLE IMPACT                                                         having                        1         Neutral
707       SINGAPORE RULE CHANGES SEEN HAVING LITTLE IMPACT                                                         impact                        1         Neutral
707       SINGAPORE RULE CHANGES SEEN HAVING LITTLE IMPACT                                                         changes                       1         Neutral
707       SINGAPORE RULE CHANGES SEEN HAVING LITTLE IMPACT                                                         rule                          1         Neutral
707       SINGAPORE RULE CHANGES SEEN HAVING LITTLE IMPACT                                                         seen                          1         Neutral
707       SINGAPORE RULE CHANGES SEEN HAVING LITTLE IMPACT                                                         little                        1         Neutral

708       TRADE SURPLUS CUT WOULD BENEFIT JAPAN - SUMITA                                                           trade                         1         Neutral
708       TRADE SURPLUS CUT WOULD BENEFIT JAPAN - SUMITA                                                           cut                           1         Neutral
708       TRADE SURPLUS CUT WOULD BENEFIT JAPAN - SUMITA                                                           surplus                       1         Neutral
708       TRADE SURPLUS CUT WOULD BENEFIT JAPAN - SUMITA                                                           would                         1         Neutral
708       TRADE SURPLUS CUT WOULD BENEFIT JAPAN - SUMITA                                                           japan                         1         Neutral
708       TRADE SURPLUS CUT WOULD BENEFIT JAPAN - SUMITA                                                           sumita                        1         Neutral
708       TRADE SURPLUS CUT WOULD BENEFIT JAPAN - SUMITA                                                           -                             1         Neutral
708       TRADE SURPLUS CUT WOULD BENEFIT JAPAN - SUMITA                                                           benefit                       1         Positive

709       VIOLENCE REPORTED IN ECUADOR GENERAL STRIKE                                                              general                       1         Neutral
709       VIOLENCE REPORTED IN ECUADOR GENERAL STRIKE                                                              in                            1         Neutral
709       VIOLENCE REPORTED IN ECUADOR GENERAL STRIKE                                                              strike                        1         Negative
709       VIOLENCE REPORTED IN ECUADOR GENERAL STRIKE                                                              reported                      1         Negative
709       VIOLENCE REPORTED IN ECUADOR GENERAL STRIKE                                                              ecuador                       1         Negative
709       VIOLENCE REPORTED IN ECUADOR GENERAL STRIKE                                                              violence                      1         Negative

710       PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS                                                        with                          1         Neutral
710       PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS                                                        proceed                       1         Neutral
710       PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS                                                        philippine                    1         Neutral
710       PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS                                                        talks                         1         Neutral
710       PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS                                                        narrower                      1         Negative
710       PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS                                                        focus                         1         Negative
710       PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS                                                        debt                          1         Negative

711       GARCIA SAYS PERU NOT TRYING TO EXPORT DEBT STANCE                                                        not                           1         Neutral
711       GARCIA SAYS PERU NOT TRYING TO EXPORT DEBT STANCE                                                        trying                        1         Neutral
711       GARCIA SAYS PERU NOT TRYING TO EXPORT DEBT STANCE                                                        to                            1         Neutral
711       GARCIA SAYS PERU NOT TRYING TO EXPORT DEBT STANCE                                                        garcia                        1         Neutral
711       GARCIA SAYS PERU NOT TRYING TO EXPORT DEBT STANCE                                                        peru                          1         Neutral
711       GARCIA SAYS PERU NOT TRYING TO EXPORT DEBT STANCE                                                        says                          1         Neutral
711       GARCIA SAYS PERU NOT TRYING TO EXPORT DEBT STANCE                                                        export                        1         Neutral
711       GARCIA SAYS PERU NOT TRYING TO EXPORT DEBT STANCE                                                        debt                          1         Negative
711       GARCIA SAYS PERU NOT TRYING TO EXPORT DEBT STANCE                                                        stance                        1         Negative

712       SUPREME COURT UPHOLDS AFFIRMATIVE ACTION FOR WOMEN                                                       for                           1         Neutral
712       SUPREME COURT UPHOLDS AFFIRMATIVE ACTION FOR WOMEN                                                       action                        1         Neutral
712       SUPREME COURT UPHOLDS AFFIRMATIVE ACTION FOR WOMEN                                                       supreme                       1         Positive
712       SUPREME COURT UPHOLDS AFFIRMATIVE ACTION FOR WOMEN                                                       court                         1         Positive
712       SUPREME COURT UPHOLDS AFFIRMATIVE ACTION FOR WOMEN                                                       upholds                       1         Positive
712       SUPREME COURT UPHOLDS AFFIRMATIVE ACTION FOR WOMEN                                                       affirmative                   1         Positive
712       SUPREME COURT UPHOLDS AFFIRMATIVE ACTION FOR WOMEN                                                       women                         1         Positive

713       ECONOMIC SPOTLIGHT - HONG KONG'S MORE ACTIVE ROLE                                                        hong                          1         Neutral
713       ECONOMIC SPOTLIGHT - HONG KONG'S MORE ACTIVE ROLE                                                        role                          1         Neutral
713       ECONOMIC SPOTLIGHT - HONG KONG'S MORE ACTIVE ROLE                                                        more                          1         Neutral
713       ECONOMIC SPOTLIGHT - HONG KONG'S MORE ACTIVE ROLE                                                        active                        1         Neutral
713       ECONOMIC SPOTLIGHT - HONG KONG'S MORE ACTIVE ROLE                                                        -                             1         Neutral
713       ECONOMIC SPOTLIGHT - HONG KONG'S MORE ACTIVE ROLE                                                        economic                      1         Neutral
713       ECONOMIC SPOTLIGHT - HONG KONG'S MORE ACTIVE ROLE                                                        spotlight                     1         Neutral
713       ECONOMIC SPOTLIGHT - HONG KONG'S MORE ACTIVE ROLE                                                        kong's                        1         Neutral

714       GULF ESCORTS STILL UNDER DISCUSSION - WEINBERGER                                                         still                         1         Neutral
714       GULF ESCORTS STILL UNDER DISCUSSION - WEINBERGER                                                         weinberger                    1         Neutral
714       GULF ESCORTS STILL UNDER DISCUSSION - WEINBERGER                                                         gulf                          1         Neutral
714       GULF ESCORTS STILL UNDER DISCUSSION - WEINBERGER                                                         discussion                    1         Neutral
714       GULF ESCORTS STILL UNDER DISCUSSION - WEINBERGER                                                         under                         1         Neutral
714       GULF ESCORTS STILL UNDER DISCUSSION - WEINBERGER                                                         -                             1         Neutral
714       GULF ESCORTS STILL UNDER DISCUSSION - WEINBERGER                                                         escorts                       1         Neutral

715       SRI LANKA TO LAUNCH APPEAL FOR DROUGHT AID                                                               lanka                         1         Neutral
715       SRI LANKA TO LAUNCH APPEAL FOR DROUGHT AID                                                               drought                       1         Negative
715       SRI LANKA TO LAUNCH APPEAL FOR DROUGHT AID                                                               for                           1         Negative
715       SRI LANKA TO LAUNCH APPEAL FOR DROUGHT AID                                                               launch                        1         Negative
715       SRI LANKA TO LAUNCH APPEAL FOR DROUGHT AID                                                               sri                           1         Negative
715       SRI LANKA TO LAUNCH APPEAL FOR DROUGHT AID                                                               to                            1         Negative
715       SRI LANKA TO LAUNCH APPEAL FOR DROUGHT AID                                                               appeal                        1         Neutral
715       SRI LANKA TO LAUNCH APPEAL FOR DROUGHT AID                                                               aid                           1         Neutral

716       MIYAZAWA SAYS MAJOR NATIONS ACTING ON PARIS ACCORD                                                       paris                         1         Neutral
716       MIYAZAWA SAYS MAJOR NATIONS ACTING ON PARIS ACCORD                                                       major                         1         Neutral
716       MIYAZAWA SAYS MAJOR NATIONS ACTING ON PARIS ACCORD                                                       accord                        1         Neutral
716       MIYAZAWA SAYS MAJOR NATIONS ACTING ON PARIS ACCORD                                                       nations                       1         Neutral
716       MIYAZAWA SAYS MAJOR NATIONS ACTING ON PARIS ACCORD                                                       miyazawa                      1         Neutral
716       MIYAZAWA SAYS MAJOR NATIONS ACTING ON PARIS ACCORD                                                       says                          1         Neutral
716       MIYAZAWA SAYS MAJOR NATIONS ACTING ON PARIS ACCORD                                                       acting                        1         Neutral
716       MIYAZAWA SAYS MAJOR NATIONS ACTING ON PARIS ACCORD                                                       on                            1         Neutral

717       U.S. HOUSE PANEL APPROVES 400 MLN DLRS FOREIGN AID                                                       u.s.                          1         Neutral
717       U.S. HOUSE PANEL APPROVES 400 MLN DLRS FOREIGN AID                                                       approves                      1         Neutral
717       U.S. HOUSE PANEL APPROVES 400 MLN DLRS FOREIGN AID                                                       400                           1         Neutral
717       U.S. HOUSE PANEL APPROVES 400 MLN DLRS FOREIGN AID                                                       dlrs                          1         Neutral
717       U.S. HOUSE PANEL APPROVES 400 MLN DLRS FOREIGN AID                                                       panel                         1         Neutral
717       U.S. HOUSE PANEL APPROVES 400 MLN DLRS FOREIGN AID                                                       house                         1         Neutral
717       U.S. HOUSE PANEL APPROVES 400 MLN DLRS FOREIGN AID                                                       aid                           1         Neutral
717       U.S. HOUSE PANEL APPROVES 400 MLN DLRS FOREIGN AID                                                       mln                           1         Neutral
717       U.S. HOUSE PANEL APPROVES 400 MLN DLRS FOREIGN AID                                                       foreign                       1         Neutral

718       ECONOMIC SPOTLIGHT - TOKYO EARTHQUAKE AFTERSHOCKS                                                        tokyo                         1         Neutral
718       ECONOMIC SPOTLIGHT - TOKYO EARTHQUAKE AFTERSHOCKS                                                        aftershocks                   1         Neutral
718       ECONOMIC SPOTLIGHT - TOKYO EARTHQUAKE AFTERSHOCKS                                                        earthquake                    1         Neutral
718       ECONOMIC SPOTLIGHT - TOKYO EARTHQUAKE AFTERSHOCKS                                                        -                             1         Neutral
718       ECONOMIC SPOTLIGHT - TOKYO EARTHQUAKE AFTERSHOCKS                                                        economic                      1         Neutral
718       ECONOMIC SPOTLIGHT - TOKYO EARTHQUAKE AFTERSHOCKS                                                        spotlight                     1         Neutral

719       Hoechst AG 1986 world group pretax profit 3.21 billion marks vs 3.16 billion                             1986                          1         Neutral
719       Hoechst AG 1986 world group pretax profit 3.21 billion marks vs 3.16 billion                             world                         1         Neutral
719       Hoechst AG 1986 world group pretax profit 3.21 billion marks vs 3.16 billion                             billion                       2         Neutral
719       Hoechst AG 1986 world group pretax profit 3.21 billion marks vs 3.16 billion                             ag                            1         Neutral
719       Hoechst AG 1986 world group pretax profit 3.21 billion marks vs 3.16 billion                             3.16                          1         Neutral
719       Hoechst AG 1986 world group pretax profit 3.21 billion marks vs 3.16 billion                             hoechst                       1         Neutral
719       Hoechst AG 1986 world group pretax profit 3.21 billion marks vs 3.16 billion                             marks                         1         Neutral
719       Hoechst AG 1986 world group pretax profit 3.21 billion marks vs 3.16 billion                             pretax                        1         Neutral
719       Hoechst AG 1986 world group pretax profit 3.21 billion marks vs 3.16 billion                             profit                        1         Neutral
719       Hoechst AG 1986 world group pretax profit 3.21 billion marks vs 3.16 billion                             3.21                          1         Neutral
719       Hoechst AG 1986 world group pretax profit 3.21 billion marks vs 3.16 billion                             vs                            1         Neutral
719       Hoechst AG 1986 world group pretax profit 3.21 billion marks vs 3.16 billion                             group                         1         Neutral

720       AIDC ISSUES FIRST AUSTRALIAN DLR MEDIUM TERM NOTES                                                       notes                         1         Neutral
720       AIDC ISSUES FIRST AUSTRALIAN DLR MEDIUM TERM NOTES                                                       australian                    1         Neutral
720       AIDC ISSUES FIRST AUSTRALIAN DLR MEDIUM TERM NOTES                                                       aidc                          1         Neutral
720       AIDC ISSUES FIRST AUSTRALIAN DLR MEDIUM TERM NOTES                                                       term                          1         Neutral
720       AIDC ISSUES FIRST AUSTRALIAN DLR MEDIUM TERM NOTES                                                       dlr                           1         Neutral
720       AIDC ISSUES FIRST AUSTRALIAN DLR MEDIUM TERM NOTES                                                       medium                        1         Neutral
720       AIDC ISSUES FIRST AUSTRALIAN DLR MEDIUM TERM NOTES                                                       issues                        1         Negative
720       AIDC ISSUES FIRST AUSTRALIAN DLR MEDIUM TERM NOTES                                                       first                         1         Negative

721       MAZDA DOES NOT PLAN TO MAKE SPORTS CARS IN U.S.                                                          cars                          1         Neutral
721       MAZDA DOES NOT PLAN TO MAKE SPORTS CARS IN U.S.                                                          u.s.                          1         Neutral
721       MAZDA DOES NOT PLAN TO MAKE SPORTS CARS IN U.S.                                                          not                           1         Neutral
721       MAZDA DOES NOT PLAN TO MAKE SPORTS CARS IN U.S.                                                          sports                        1         Neutral
721       MAZDA DOES NOT PLAN TO MAKE SPORTS CARS IN U.S.                                                          in                            1         Neutral
721       MAZDA DOES NOT PLAN TO MAKE SPORTS CARS IN U.S.                                                          does                          1         Neutral
721       MAZDA DOES NOT PLAN TO MAKE SPORTS CARS IN U.S.                                                          to                            1         Neutral
721       MAZDA DOES NOT PLAN TO MAKE SPORTS CARS IN U.S.                                                          plan                          1         Neutral
721       MAZDA DOES NOT PLAN TO MAKE SPORTS CARS IN U.S.                                                          make                          1         Neutral
721       MAZDA DOES NOT PLAN TO MAKE SPORTS CARS IN U.S.                                                          mazda                         1         Neutral

722       KAWASAKI TO INCREASE MOTORCYCLE OUTPUT                                                                   motorcycle                    1         Neutral
722       KAWASAKI TO INCREASE MOTORCYCLE OUTPUT                                                                   output                        1         Neutral
722       KAWASAKI TO INCREASE MOTORCYCLE OUTPUT                                                                   kawasaki                      1         Neutral
722       KAWASAKI TO INCREASE MOTORCYCLE OUTPUT                                                                   to                            1         Neutral
722       KAWASAKI TO INCREASE MOTORCYCLE OUTPUT                                                                   increase                      1         Neutral

723       BANK OF FRANCE LAUNCHES MONEY MARKET INTERVENTION TENDER - OFFICIAL                                      market                        1         Neutral
723       BANK OF FRANCE LAUNCHES MONEY MARKET INTERVENTION TENDER - OFFICIAL                                      tender                        1         Positive
723       BANK OF FRANCE LAUNCHES MONEY MARKET INTERVENTION TENDER - OFFICIAL                                      bank                          1         Positive
723       BANK OF FRANCE LAUNCHES MONEY MARKET INTERVENTION TENDER - OFFICIAL                                      money                         1         Positive
723       BANK OF FRANCE LAUNCHES MONEY MARKET INTERVENTION TENDER - OFFICIAL                                      of                            1         Positive
723       BANK OF FRANCE LAUNCHES MONEY MARKET INTERVENTION TENDER - OFFICIAL                                      france                        1         Positive
723       BANK OF FRANCE LAUNCHES MONEY MARKET INTERVENTION TENDER - OFFICIAL                                      official                      1         Positive
723       BANK OF FRANCE LAUNCHES MONEY MARKET INTERVENTION TENDER - OFFICIAL                                      intervention                  1         Positive
723       BANK OF FRANCE LAUNCHES MONEY MARKET INTERVENTION TENDER - OFFICIAL                                      -                             1         Positive
723       BANK OF FRANCE LAUNCHES MONEY MARKET INTERVENTION TENDER - OFFICIAL                                      launches                      1         Positive

724       HOECHST AG HFAG.F YEAR 1986                                                                              1986                          1         Neutral
724       HOECHST AG HFAG.F YEAR 1986                                                                              year                          1         Neutral
724       HOECHST AG HFAG.F YEAR 1986                                                                              ag                            1         Neutral
724       HOECHST AG HFAG.F YEAR 1986                                                                              hoechst                       1         Neutral
724       HOECHST AG HFAG.F YEAR 1986                                                                              hfag.f                        1         Neutral

725       GERMAN TRADE, CURRENT ACCOUNT DATA DUE TODAY                                                             german                        1         Neutral
725       GERMAN TRADE, CURRENT ACCOUNT DATA DUE TODAY                                                             current                       1         Neutral
725       GERMAN TRADE, CURRENT ACCOUNT DATA DUE TODAY                                                             data                          1         Neutral
725       GERMAN TRADE, CURRENT ACCOUNT DATA DUE TODAY                                                             due                           1         Neutral
725       GERMAN TRADE, CURRENT ACCOUNT DATA DUE TODAY                                                             today                         1         Neutral
725       GERMAN TRADE, CURRENT ACCOUNT DATA DUE TODAY                                                             trade,                        1         Neutral
725       GERMAN TRADE, CURRENT ACCOUNT DATA DUE TODAY                                                             account                       1         Neutral

726       BANK OF FRANCE LAUNCHES MONEY MARKET TENDER                                                              market                        1         Neutral
726       BANK OF FRANCE LAUNCHES MONEY MARKET TENDER                                                              tender                        1         Positive
726       BANK OF FRANCE LAUNCHES MONEY MARKET TENDER                                                              bank                          1         Positive
726       BANK OF FRANCE LAUNCHES MONEY MARKET TENDER                                                              money                         1         Positive
726       BANK OF FRANCE LAUNCHES MONEY MARKET TENDER                                                              of                            1         Positive
726       BANK OF FRANCE LAUNCHES MONEY MARKET TENDER                                                              france                        1         Positive
726       BANK OF FRANCE LAUNCHES MONEY MARKET TENDER                                                              launches                      1         Positive

727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      tender                        1         Positive
727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      pct                           1         Positive
727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      standard                      1         Positive
727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      45                            1         Positive
727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      a                             1         Positive
727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      will                          1         Positive
727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      dlrs                          1         Positive
727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      for                           1         Positive
727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      it                            1         Positive
727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      bp                            1         Positive
727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      remaining                     1         Positive
727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      oil                           1         Positive
727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      at                            1         Positive
727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      of                            1         Positive
727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      70                            1         Positive
727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      share                         1         Positive
727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      says                          1         Positive
727       BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash                      cash                          1         Positive

728       CHINA PROJECTS 1987 BUDGET DEFICIT INCREASE                                                              1987                          1         Neutral
728       CHINA PROJECTS 1987 BUDGET DEFICIT INCREASE                                                              projects                      1         Neutral
728       CHINA PROJECTS 1987 BUDGET DEFICIT INCREASE                                                              china                         1         Neutral
728       CHINA PROJECTS 1987 BUDGET DEFICIT INCREASE                                                              increase                      1         Neutral
728       CHINA PROJECTS 1987 BUDGET DEFICIT INCREASE                                                              deficit                       1         Neutral
728       CHINA PROJECTS 1987 BUDGET DEFICIT INCREASE                                                              budget                        1         Neutral

729       BP TO OFFER 7.4 BILLION DLRS FOR STANDARD SHARES                                                         offer                         1         Neutral
729       BP TO OFFER 7.4 BILLION DLRS FOR STANDARD SHARES                                                         standard                      1         Neutral
729       BP TO OFFER 7.4 BILLION DLRS FOR STANDARD SHARES                                                         shares                        1         Neutral
729       BP TO OFFER 7.4 BILLION DLRS FOR STANDARD SHARES                                                         billion                       1         Neutral
729       BP TO OFFER 7.4 BILLION DLRS FOR STANDARD SHARES                                                         dlrs                          1         Neutral
729       BP TO OFFER 7.4 BILLION DLRS FOR STANDARD SHARES                                                         for                           1         Neutral
729       BP TO OFFER 7.4 BILLION DLRS FOR STANDARD SHARES                                                         to                            1         Neutral
729       BP TO OFFER 7.4 BILLION DLRS FOR STANDARD SHARES                                                         7.4                           1         Neutral
729       BP TO OFFER 7.4 BILLION DLRS FOR STANDARD SHARES                                                         bp                            1         Neutral

730       HOECHST RAISES PROFITS ON LOWER SALES                                                                    profits                       1         Neutral
730       HOECHST RAISES PROFITS ON LOWER SALES                                                                    raises                        1         Neutral
730       HOECHST RAISES PROFITS ON LOWER SALES                                                                    lower                         1         Neutral
730       HOECHST RAISES PROFITS ON LOWER SALES                                                                    hoechst                       1         Neutral
730       HOECHST RAISES PROFITS ON LOWER SALES                                                                    sales                         1         Neutral
730       HOECHST RAISES PROFITS ON LOWER SALES                                                                    on                            1         Neutral

731       Danish overnight money market rate cut to 10 pct from 10.5 - central bank                                pct                           1         Neutral
731       Danish overnight money market rate cut to 10 pct from 10.5 - central bank                                danish                        1         Neutral
731       Danish overnight money market rate cut to 10 pct from 10.5 - central bank                                cut                           1         Neutral
731       Danish overnight money market rate cut to 10 pct from 10.5 - central bank                                -                             1         Neutral
731       Danish overnight money market rate cut to 10 pct from 10.5 - central bank                                overnight                     1         Neutral
731       Danish overnight money market rate cut to 10 pct from 10.5 - central bank                                market                        1         Neutral
731       Danish overnight money market rate cut to 10 pct from 10.5 - central bank                                10.5                          1         Neutral
731       Danish overnight money market rate cut to 10 pct from 10.5 - central bank                                bank                          1         Neutral
731       Danish overnight money market rate cut to 10 pct from 10.5 - central bank                                central                       1         Neutral
731       Danish overnight money market rate cut to 10 pct from 10.5 - central bank                                money                         1         Neutral
731       Danish overnight money market rate cut to 10 pct from 10.5 - central bank                                rate                          1         Neutral
731       Danish overnight money market rate cut to 10 pct from 10.5 - central bank                                from                          1         Neutral
731       Danish overnight money market rate cut to 10 pct from 10.5 - central bank                                to                            1         Neutral
731       Danish overnight money market rate cut to 10 pct from 10.5 - central bank                                10                            1         Neutral

732       BHP NET SEEN AROUND 600 MLN DLRS FOR NINE MONTHS                                                         nine                          1         Neutral
732       BHP NET SEEN AROUND 600 MLN DLRS FOR NINE MONTHS                                                         months                        1         Neutral
732       BHP NET SEEN AROUND 600 MLN DLRS FOR NINE MONTHS                                                         600                           1         Neutral
